 variables=E2,E1,W12  
i= zone 101
0.11600000E+01 0.10800000E+01 0.53817167E-02
0.11800000E+01 0.10800000E+01 0.55037343E-02
0.12000000E+01 0.10800000E+01 0.56261570E-02
0.12200000E+01 0.10800000E+01 0.57493825E-02
0.12400000E+01 0.10800000E+01 0.58738215E-02
0.12600000E+01 0.10800000E+01 0.59998656E-02
0.12800000E+01 0.10800000E+01 0.61278483E-02
0.13000000E+01 0.10800000E+01 0.62580032E-02
0.13200000E+01 0.10800000E+01 0.63904178E-02
0.13400000E+01 0.10800000E+01 0.65249880E-02
0.13600000E+01 0.10800000E+01 0.66613756E-02
0.13800000E+01 0.10800000E+01 0.67989744E-02
0.14000000E+01 0.10800000E+01 0.69368896E-02
0.14200000E+01 0.10800000E+01 0.70739392E-02
0.14400000E+01 0.10800000E+01 0.72086837E-02
0.14600000E+01 0.10800000E+01 0.73394944E-02
0.14800000E+01 0.10800000E+01 0.74646694E-02
0.15000000E+01 0.10800000E+01 0.75826058E-02
0.15200000E+01 0.10800000E+01 0.76920346E-02
0.15400000E+01 0.10800000E+01 0.77923209E-02
0.15600000E+01 0.10800000E+01 0.78838224E-02
0.15800000E+01 0.10800000E+01 0.79682827E-02
0.16000000E+01 0.10800000E+01 0.80492119E-02
0.16200000E+01 0.10800000E+01 0.81321558E-02
0.16400000E+01 0.10800000E+01 0.82246740E-02
0.16600000E+01 0.10800000E+01 0.83356807E-02
0.16800000E+01 0.10800000E+01 0.84734634E-02
0.17000000E+01 0.10800000E+01 0.86408527E-02
0.17200000E+01 0.10800000E+01 0.88234322E-02
0.17400000E+01 0.10800000E+01 0.89548964E-02
0.17600000E+01 0.10800000E+01 0.86938764E-02
0.17800000E+01 0.10800000E+01 0.84103895E-02
0.18000000E+01 0.10800000E+01 0.85240123E-02
0.18200000E+01 0.10800000E+01 0.86269841E-02
0.18400000E+01 0.10800000E+01 0.87179316E-02
0.18600000E+01 0.10800000E+01 0.87954886E-02
0.18800000E+01 0.10800000E+01 0.88583476E-02
0.19000000E+01 0.10800000E+01 0.89053230E-02
0.19200000E+01 0.10800000E+01 0.89354275E-02
0.19400000E+01 0.10800000E+01 0.89479592E-02
0.19600000E+01 0.10800000E+01 0.89425984E-02
0.19800000E+01 0.10800000E+01 0.89195112E-02
0.20000000E+01 0.10800000E+01 0.88794544E-02
0.00000000E+00 0.11000000E+01 0.42083679E-03
0.20000000E-01 0.11000000E+01 0.56827048E-03
0.39999999E-01 0.11000000E+01 0.71717962E-03
0.59999999E-01 0.11000000E+01 0.86772966E-03
0.79999998E-01 0.11000000E+01 0.10197710E-02
0.99999998E-01 0.11000000E+01 0.11728062E-02
0.12000000E+00 0.11000000E+01 0.13259681E-02
0.14000000E+00 0.11000000E+01 0.14780153E-02
0.16000000E+00 0.11000000E+01 0.16273471E-02
0.18000000E+00 0.11000000E+01 0.17720449E-02
0.20000000E+00 0.11000000E+01 0.19099438E-02
0.22000000E+00 0.11000000E+01 0.20387398E-02
0.23999999E+00 0.11000000E+01 0.21561353E-02
0.25999999E+00 0.11000000E+01 0.22600268E-02
0.27999999E+00 0.11000000E+01 0.23487341E-02
0.29999999E+00 0.11000000E+01 0.24212674E-02
0.31999999E+00 0.11000000E+01 0.24776245E-02
0.33999999E+00 0.11000000E+01 0.25190998E-02
0.35999999E+00 0.11000000E+01 0.25485748E-02
0.37999999E+00 0.11000000E+01 0.25707408E-02
0.39999999E+00 0.11000000E+01 0.25921687E-02
0.41999999E+00 0.11000000E+01 0.26210844E-02
0.43999999E+00 0.11000000E+01 0.26665932E-02
0.45999999E+00 0.11000000E+01 0.27368479E-02
0.47999999E+00 0.11000000E+01 0.28349787E-02
0.49999999E+00 0.11000000E+01 0.29491435E-02
0.51999999E+00 0.11000000E+01 0.30170762E-02
0.53999999E+00 0.11000000E+01 0.28346961E-02
0.55999999E+00 0.11000000E+01 0.29441147E-02
0.57999999E+00 0.11000000E+01 0.30517784E-02
0.59999999E+00 0.11000000E+01 0.31572614E-02
0.61999999E+00 0.11000000E+01 0.32602728E-02
0.63999999E+00 0.11000000E+01 0.33606996E-02
0.65999999E+00 0.11000000E+01 0.34586483E-02
0.67999998E+00 0.11000000E+01 0.35544832E-02
0.69999998E+00 0.11000000E+01 0.36488568E-02
0.71999998E+00 0.11000000E+01 0.37427288E-02
0.73999998E+00 0.11000000E+01 0.38373688E-02
0.75999998E+00 0.11000000E+01 0.39343371E-02
0.77999998E+00 0.11000000E+01 0.40354374E-02
0.79999998E+00 0.11000000E+01 0.41426349E-02
0.81999998E+00 0.11000000E+01 0.42579321E-02
0.83999998E+00 0.11000000E+01 0.43831974E-02
0.85999998E+00 0.11000000E+01 0.45199389E-02
0.87999998E+00 0.11000000E+01 0.46690203E-02
0.89999998E+00 0.11000000E+01 0.48303195E-02
0.91999998E+00 0.11000000E+01 0.50023332E-02
0.93999998E+00 0.11000000E+01 0.51817438E-02
0.95999998E+00 0.11000000E+01 0.53629751E-02
0.97999998E+00 0.11000000E+01 0.55377904E-02
0.99999998E+00 0.11000000E+01 0.56950156E-02
0.10200000E+01 0.11000000E+01 0.58205355E-02
0.10400000E+01 0.11000000E+01 0.58978086E-02
0.10600000E+01 0.11000000E+01 0.59093393E-02
0.10800000E+01 0.11000000E+01 0.58399582E-02
0.11000000E+01 0.11000000E+01 0.56838020E-02
0.11200000E+01 0.11000000E+01 0.54603855E-02
0.11400000E+01 0.11000000E+01 0.52733327E-02
0.11600000E+01 0.11000000E+01 0.53925692E-02
0.11800000E+01 0.11000000E+01 0.55126635E-02
0.12000000E+01 0.11000000E+01 0.56341048E-02
0.12200000E+01 0.11000000E+01 0.57573912E-02
0.12400000E+01 0.11000000E+01 0.58829943E-02
0.12600000E+01 0.11000000E+01 0.60113171E-02
0.12800000E+01 0.11000000E+01 0.61426476E-02
0.13000000E+01 0.11000000E+01 0.62771094E-02
0.13200000E+01 0.11000000E+01 0.64146124E-02
0.13400000E+01 0.11000000E+01 0.65548075E-02
0.13600000E+01 0.11000000E+01 0.66970504E-02
0.13800000E+01 0.11000000E+01 0.68403800E-02
0.14000000E+01 0.11000000E+01 0.69835204E-02
0.14200000E+01 0.11000000E+01 0.71249122E-02
0.14400000E+01 0.11000000E+01 0.72627866E-02
0.14600000E+01 0.11000000E+01 0.73952875E-02
0.14800000E+01 0.11000000E+01 0.75206538E-02
0.15000000E+01 0.11000000E+01 0.76374674E-02
0.15200000E+01 0.11000000E+01 0.77449683E-02
0.15400000E+01 0.11000000E+01 0.78434298E-02
0.15600000E+01 0.11000000E+01 0.79345692E-02
0.15800000E+01 0.11000000E+01 0.80219426E-02
0.16000000E+01 0.11000000E+01 0.81112214E-02
0.16200000E+01 0.11000000E+01 0.82101616E-02
0.16400000E+01 0.11000000E+01 0.83279073E-02
0.16600000E+01 0.11000000E+01 0.84729131E-02
0.16800000E+01 0.11000000E+01 0.86479002E-02
0.17000000E+01 0.11000000E+01 0.88375649E-02
0.17200000E+01 0.11000000E+01 0.89724670E-02
0.17400000E+01 0.11000000E+01 0.86958742E-02
0.17600000E+01 0.11000000E+01 0.83990072E-02
0.17800000E+01 0.11000000E+01 0.85190033E-02
0.18000000E+01 0.11000000E+01 0.86282520E-02
0.18200000E+01 0.11000000E+01 0.87252393E-02
0.18400000E+01 0.11000000E+01 0.88084556E-02
0.18600000E+01 0.11000000E+01 0.88764533E-02
0.18800000E+01 0.11000000E+01 0.89279160E-02
0.19000000E+01 0.11000000E+01 0.89617420E-02
0.19200000E+01 0.11000000E+01 0.89771390E-02
0.19400000E+01 0.11000000E+01 0.89737282E-02
0.19600000E+01 0.11000000E+01 0.89516554E-02
0.19800000E+01 0.11000000E+01 0.89117017E-02
0.20000000E+01 0.11000000E+01 0.88553873E-02
0.00000000E+00 0.11200000E+01 0.44996991E-03
0.20000000E-01 0.11200000E+01 0.60273566E-03
0.39999999E-01 0.11200000E+01 0.75721196E-03
0.59999999E-01 0.11200000E+01 0.91327273E-03
0.79999998E-01 0.11200000E+01 0.10704323E-02
0.99999998E-01 0.11200000E+01 0.12278241E-02
0.12000000E+00 0.11200000E+01 0.13841953E-02
0.14000000E+00 0.11200000E+01 0.15379234E-02
0.16000000E+00 0.11200000E+01 0.16870580E-02
0.18000000E+00 0.11200000E+01 0.18293949E-02
0.20000000E+00 0.11200000E+01 0.19625854E-02
0.22000000E+00 0.11200000E+01 0.20842851E-02
0.23999999E+00 0.11200000E+01 0.21923459E-02
0.25999999E+00 0.11200000E+01 0.22850490E-02
0.27999999E+00 0.11200000E+01 0.23613777E-02
0.29999999E+00 0.11200000E+01 0.24213178E-02
0.31999999E+00 0.11200000E+01 0.24661711E-02
0.33999999E+00 0.11200000E+01 0.24988475E-02
0.35999999E+00 0.11200000E+01 0.25240863E-02
0.37999999E+00 0.11200000E+01 0.25485198E-02
0.39999999E+00 0.11200000E+01 0.25804337E-02
0.41999999E+00 0.11200000E+01 0.26289649E-02
0.43999999E+00 0.11200000E+01 0.27022193E-02
0.45999999E+00 0.11200000E+01 0.28031062E-02
0.47999999E+00 0.11200000E+01 0.29191673E-02
0.49999999E+00 0.11200000E+01 0.29862926E-02
0.51999999E+00 0.11200000E+01 0.27955614E-02
0.53999999E+00 0.11200000E+01 0.29051697E-02
0.55999999E+00 0.11200000E+01 0.30127352E-02
0.57999999E+00 0.11200000E+01 0.31177820E-02
0.59999999E+00 0.11200000E+01 0.32199723E-02
0.61999999E+00 0.11200000E+01 0.33191520E-02
0.63999999E+00 0.11200000E+01 0.34153947E-02
0.65999999E+00 0.11200000E+01 0.35090426E-02
0.67999998E+00 0.11200000E+01 0.36007389E-02
0.69999998E+00 0.11200000E+01 0.36914488E-02
0.71999998E+00 0.11200000E+01 0.37824635E-02
0.73999998E+00 0.11200000E+01 0.38753821E-02
0.75999998E+00 0.11200000E+01 0.39720638E-02
0.77999998E+00 0.11200000E+01 0.40745450E-02
0.79999998E+00 0.11200000E+01 0.41849141E-02
0.81999998E+00 0.11200000E+01 0.43051355E-02
0.83999998E+00 0.11200000E+01 0.44368203E-02
0.85999998E+00 0.11200000E+01 0.45809368E-02
0.87999998E+00 0.11200000E+01 0.47374628E-02
0.89999998E+00 0.11200000E+01 0.49049839E-02
0.91999998E+00 0.11200000E+01 0.50802544E-02
0.93999998E+00 0.11200000E+01 0.52577478E-02
0.95999998E+00 0.11200000E+01 0.54292521E-02
0.97999998E+00 0.11200000E+01 0.55835943E-02
0.99999998E+00 0.11200000E+01 0.57066443E-02
0.10200000E+01 0.11200000E+01 0.57818481E-02
0.10400000E+01 0.11200000E+01 0.57917356E-02
0.10600000E+01 0.11200000E+01 0.57212710E-02
0.10800000E+01 0.11200000E+01 0.55649884E-02
0.11000000E+01 0.11200000E+01 0.53435960E-02
0.11200000E+01 0.11200000E+01 0.51686373E-02
0.11400000E+01 0.11200000E+01 0.52849174E-02
0.11600000E+01 0.11200000E+01 0.54024355E-02
0.11800000E+01 0.11200000E+01 0.55217673E-02
0.12000000E+01 0.11200000E+01 0.56434950E-02
0.12200000E+01 0.11200000E+01 0.57681680E-02
0.12400000E+01 0.11200000E+01 0.58962580E-02
0.12600000E+01 0.11200000E+01 0.60281086E-02
0.12800000E+01 0.11200000E+01 0.61638831E-02
0.13000000E+01 0.11200000E+01 0.63035112E-02
0.13200000E+01 0.11200000E+01 0.64466417E-02
0.13400000E+01 0.11200000E+01 0.65926035E-02
0.13600000E+01 0.11200000E+01 0.67403837E-02
0.13800000E+01 0.11200000E+01 0.68886293E-02
0.14000000E+01 0.11200000E+01 0.70356813E-02
0.14200000E+01 0.11200000E+01 0.71796517E-02
0.14400000E+01 0.11200000E+01 0.73185531E-02
0.14600000E+01 0.11200000E+01 0.74504887E-02
0.14800000E+01 0.11200000E+01 0.75739115E-02
0.15000000E+01 0.11200000E+01 0.76879523E-02
0.15200000E+01 0.11200000E+01 0.77928091E-02
0.15400000E+01 0.11200000E+01 0.78901712E-02
0.15600000E+01 0.11200000E+01 0.79836253E-02
0.15800000E+01 0.11200000E+01 0.80789361E-02
0.16000000E+01 0.11200000E+01 0.81840053E-02
0.16200000E+01 0.11200000E+01 0.83081387E-02
0.16400000E+01 0.11200000E+01 0.84598824E-02
0.16600000E+01 0.11200000E+01 0.86417908E-02
0.16800000E+01 0.11200000E+01 0.88377000E-02
0.17000000E+01 0.11200000E+01 0.89753409E-02
0.17200000E+01 0.11200000E+01 0.86843655E-02
0.17400000E+01 0.11200000E+01 0.83759620E-02
0.17600000E+01 0.11200000E+01 0.85024083E-02
0.17800000E+01 0.11200000E+01 0.86181297E-02
0.18000000E+01 0.11200000E+01 0.87214803E-02
0.18200000E+01 0.11200000E+01 0.88108152E-02
0.18400000E+01 0.11200000E+01 0.88845524E-02
0.18600000E+01 0.11200000E+01 0.89412489E-02
0.18800000E+01 0.11200000E+01 0.89796904E-02
0.19000000E+01 0.11200000E+01 0.89989929E-02
0.19200000E+01 0.11200000E+01 0.89987143E-02
0.19400000E+01 0.11200000E+01 0.89789719E-02
0.19600000E+01 0.11200000E+01 0.89405591E-02
0.19800000E+01 0.11200000E+01 0.88850529E-02
0.20000000E+01 0.11200000E+01 0.88149021E-02
0.00000000E+00 0.11400000E+01 0.48195991E-03
0.20000000E-01 0.11400000E+01 0.64030347E-03
0.39999999E-01 0.11400000E+01 0.80038464E-03
0.59999999E-01 0.11400000E+01 0.96172957E-03
0.79999998E-01 0.11400000E+01 0.11234703E-02
0.99999998E-01 0.11400000E+01 0.12843401E-02
0.12000000E+00 0.11400000E+01 0.14426904E-02
0.14000000E+00 0.11400000E+01 0.15965347E-02
0.16000000E+00 0.11400000E+01 0.17436238E-02
0.18000000E+00 0.11400000E+01 0.18815581E-02
0.20000000E+00 0.11400000E+01 0.20079402E-02
0.22000000E+00 0.11400000E+01 0.21205703E-02
0.23999999E+00 0.11400000E+01 0.22176841E-02
0.25999999E+00 0.11400000E+01 0.22982301E-02
0.27999999E+00 0.11400000E+01 0.23621748E-02
0.29999999E+00 0.11400000E+01 0.24108191E-02
0.31999999E+00 0.11400000E+01 0.24470929E-02
0.33999999E+00 0.11400000E+01 0.24757742E-02
0.35999999E+00 0.11400000E+01 0.25035463E-02
0.37999999E+00 0.11400000E+01 0.25387444E-02
0.39999999E+00 0.11400000E+01 0.25905256E-02
0.41999999E+00 0.11400000E+01 0.26669392E-02
0.43999999E+00 0.11400000E+01 0.27706693E-02
0.45999999E+00 0.11400000E+01 0.28886513E-02
0.47999999E+00 0.11400000E+01 0.29549895E-02
0.49999999E+00 0.11400000E+01 0.27561564E-02
0.51999999E+00 0.11400000E+01 0.28661740E-02
0.53999999E+00 0.11400000E+01 0.29738874E-02
0.55999999E+00 0.11400000E+01 0.30787711E-02
0.57999999E+00 0.11400000E+01 0.31804399E-02
0.59999999E+00 0.11400000E+01 0.32786966E-02
0.61999999E+00 0.11400000E+01 0.33735794E-02
0.63999999E+00 0.11400000E+01 0.34654040E-02
0.65999999E+00 0.11400000E+01 0.35547988E-02
0.67999998E+00 0.11400000E+01 0.36427279E-02
0.69999998E+00 0.11400000E+01 0.37304961E-02
0.71999998E+00 0.11400000E+01 0.38197319E-02
0.73999998E+00 0.11400000E+01 0.39123396E-02
0.75999998E+00 0.11400000E+01 0.40104164E-02
0.77999998E+00 0.11400000E+01 0.41161247E-02
0.79999998E+00 0.11400000E+01 0.42315142E-02
0.81999998E+00 0.11400000E+01 0.43582888E-02
0.83999998E+00 0.11400000E+01 0.44975131E-02
0.85999998E+00 0.11400000E+01 0.46492596E-02
0.87999998E+00 0.11400000E+01 0.48122024E-02
0.89999998E+00 0.11400000E+01 0.49831730E-02
0.91999998E+00 0.11400000E+01 0.51567084E-02
0.93999998E+00 0.11400000E+01 0.53246444E-02
0.95999998E+00 0.11400000E+01 0.54758434E-02
0.97999998E+00 0.11400000E+01 0.55962069E-02
0.99999998E+00 0.11400000E+01 0.56692245E-02
0.10200000E+01 0.11400000E+01 0.56775123E-02
0.10400000E+01 0.11400000E+01 0.56062168E-02
0.10600000E+01 0.11400000E+01 0.54502709E-02
0.10800000E+01 0.11400000E+01 0.52314193E-02
0.11000000E+01 0.11400000E+01 0.50680103E-02
0.11200000E+01 0.11400000E+01 0.51812211E-02
0.11400000E+01 0.11400000E+01 0.52959801E-02
0.11600000E+01 0.11400000E+01 0.54129442E-02
0.11800000E+01 0.11400000E+01 0.55327747E-02
0.12000000E+01 0.11400000E+01 0.56560957E-02
0.12200000E+01 0.11400000E+01 0.57834453E-02
0.12400000E+01 0.11400000E+01 0.59152233E-02
0.12600000E+01 0.11400000E+01 0.60516341E-02
0.12800000E+01 0.11400000E+01 0.61926323E-02
0.13000000E+01 0.11400000E+01 0.63378712E-02
0.13200000E+01 0.11400000E+01 0.64866635E-02
0.13400000E+01 0.11400000E+01 0.66379573E-02
0.13600000E+01 0.11400000E+01 0.67903387E-02
0.13800000E+01 0.11400000E+01 0.69420677E-02
0.14000000E+01 0.11400000E+01 0.70911583E-02
0.14200000E+01 0.11400000E+01 0.72355137E-02
0.14400000E+01 0.11400000E+01 0.73731241E-02
0.14600000E+01 0.11400000E+01 0.75023341E-02
0.14800000E+01 0.11400000E+01 0.76221824E-02
0.15000000E+01 0.11400000E+01 0.77328014E-02
0.15200000E+01 0.11400000E+01 0.78358530E-02
0.15400000E+01 0.11400000E+01 0.79349410E-02
0.15600000E+01 0.11400000E+01 0.80358935E-02
0.15800000E+01 0.11400000E+01 0.81467093E-02
0.16000000E+01 0.11400000E+01 0.82767908E-02
0.16200000E+01 0.11400000E+01 0.84347026E-02
0.16400000E+01 0.11400000E+01 0.86227776E-02
0.16600000E+01 0.11400000E+01 0.88240221E-02
0.16800000E+01 0.11400000E+01 0.89636508E-02
0.17000000E+01 0.11400000E+01 0.86594841E-02
0.17200000E+01 0.11400000E+01 0.83413274E-02
0.17400000E+01 0.11400000E+01 0.84741587E-02
0.17600000E+01 0.11400000E+01 0.85963981E-02
0.17800000E+01 0.11400000E+01 0.87062785E-02
0.18000000E+01 0.11400000E+01 0.88020291E-02
0.18200000E+01 0.11400000E+01 0.88819416E-02
0.18400000E+01 0.11400000E+01 0.89444528E-02
0.18600000E+01 0.11400000E+01 0.89882392E-02
0.18800000E+01 0.11400000E+01 0.90123261E-02
0.19000000E+01 0.11400000E+01 0.90162057E-02
0.19200000E+01 0.11400000E+01 0.89999605E-02
0.19400000E+01 0.11400000E+01 0.89643858E-02
0.19600000E+01 0.11400000E+01 0.89111008E-02
0.19800000E+01 0.11400000E+01 0.88426377E-02
0.20000000E+01 0.11400000E+01 0.87624932E-02
0.00000000E+00 0.11600000E+01 0.51701917E-03
0.20000000E-01 0.11600000E+01 0.68104512E-03
0.39999999E-01 0.11600000E+01 0.84657044E-03
0.59999999E-01 0.11600000E+01 0.10127239E-02
0.79999998E-01 0.11600000E+01 0.11782214E-02
0.99999998E-01 0.11600000E+01 0.13413834E-02
0.12000000E+00 0.11600000E+01 0.15001811E-02
0.14000000E+00 0.11600000E+01 0.16523132E-02
0.16000000E+00 0.11600000E+01 0.17953217E-02
0.18000000E+00 0.11600000E+01 0.19267479E-02
0.20000000E+00 0.11600000E+01 0.20443318E-02
0.22000000E+00 0.11600000E+01 0.21462551E-02
0.23999999E+00 0.11600000E+01 0.22314231E-02
0.25999999E+00 0.11600000E+01 0.22997743E-02
0.27999999E+00 0.11600000E+01 0.23526009E-02
0.29999999E+00 0.11600000E+01 0.23928443E-02
0.31999999E+00 0.11600000E+01 0.24253135E-02
0.33999999E+00 0.11600000E+01 0.24567353E-02
0.35999999E+00 0.11600000E+01 0.24954862E-02
0.37999999E+00 0.11600000E+01 0.25507371E-02
0.39999999E+00 0.11600000E+01 0.26304753E-02
0.41999999E+00 0.11600000E+01 0.27371595E-02
0.43999999E+00 0.11600000E+01 0.28571336E-02
0.45999999E+00 0.11600000E+01 0.29227765E-02
0.47999999E+00 0.11600000E+01 0.27161718E-02
0.49999999E+00 0.11600000E+01 0.28268095E-02
0.51999999E+00 0.11600000E+01 0.29349076E-02
0.53999999E+00 0.11600000E+01 0.30398916E-02
0.55999999E+00 0.11600000E+01 0.31413285E-02
0.57999999E+00 0.11600000E+01 0.32389774E-02
0.59999999E+00 0.11600000E+01 0.33328383E-02
0.61999999E+00 0.11600000E+01 0.34231973E-02
0.63999999E+00 0.11600000E+01 0.35106632E-02
0.65999999E+00 0.11600000E+01 0.35961928E-02
0.67999998E+00 0.11600000E+01 0.36810976E-02
0.69999998E+00 0.11600000E+01 0.37670267E-02
0.71999998E+00 0.11600000E+01 0.38559206E-02
0.73999998E+00 0.11600000E+01 0.39499266E-02
0.75999998E+00 0.11600000E+01 0.40512706E-02
0.77999998E+00 0.11600000E+01 0.41620769E-02
0.79999998E+00 0.11600000E+01 0.42841324E-02
0.81999998E+00 0.11600000E+01 0.44185895E-02
0.83999998E+00 0.11600000E+01 0.45656099E-02
0.85999998E+00 0.11600000E+01 0.47239545E-02
0.87999998E+00 0.11600000E+01 0.48905363E-02
0.89999998E+00 0.11600000E+01 0.50599669E-02
0.91999998E+00 0.11600000E+01 0.52241505E-02
0.93999998E+00 0.11600000E+01 0.53720160E-02
0.95999998E+00 0.11600000E+01 0.54895381E-02
0.97999998E+00 0.11600000E+01 0.55603019E-02
0.99999998E+00 0.11600000E+01 0.55670648E-02
0.10200000E+01 0.11600000E+01 0.54952006E-02
0.10400000E+01 0.11600000E+01 0.53400386E-02
0.10600000E+01 0.11600000E+01 0.51242033E-02
0.10800000E+01 0.11600000E+01 0.49717268E-02
0.11000000E+01 0.11600000E+01 0.50818136E-02
0.11200000E+01 0.11600000E+01 0.51936925E-02
0.11400000E+01 0.11600000E+01 0.53080953E-02
0.11600000E+01 0.11600000E+01 0.54257570E-02
0.11800000E+01 0.11600000E+01 0.55473719E-02
0.12000000E+01 0.11600000E+01 0.56735418E-02
0.12200000E+01 0.11600000E+01 0.58047209E-02
0.12400000E+01 0.11600000E+01 0.59411560E-02
0.12600000E+01 0.11600000E+01 0.60828291E-02
0.12800000E+01 0.11600000E+01 0.62294046E-02
0.13000000E+01 0.11600000E+01 0.63801870E-02
0.13200000E+01 0.11600000E+01 0.65340976E-02
0.13400000E+01 0.11600000E+01 0.66896761E-02
0.13600000E+01 0.11600000E+01 0.68451192E-02
0.13800000E+01 0.11600000E+01 0.69983631E-02
0.14000000E+01 0.11600000E+01 0.71472234E-02
0.14200000E+01 0.11600000E+01 0.72895988E-02
0.14400000E+01 0.11600000E+01 0.74237470E-02
0.14600000E+01 0.11600000E+01 0.75486314E-02
0.14800000E+01 0.11600000E+01 0.76643304E-02
0.15000000E+01 0.11600000E+01 0.77724795E-02
0.15200000E+01 0.11600000E+01 0.78766890E-02
0.15400000E+01 0.11600000E+01 0.79828224E-02
0.15600000E+01 0.11600000E+01 0.80989302E-02
0.15800000E+01 0.11600000E+01 0.82344490E-02
0.16000000E+01 0.11600000E+01 0.83978922E-02
0.16200000E+01 0.11600000E+01 0.85913192E-02
0.16400000E+01 0.11600000E+01 0.87969398E-02
0.16600000E+01 0.11600000E+01 0.89377675E-02
0.16800000E+01 0.11600000E+01 0.86215921E-02
0.17000000E+01 0.11600000E+01 0.82953940E-02
0.17200000E+01 0.11600000E+01 0.84344159E-02
0.17400000E+01 0.11600000E+01 0.85630798E-02
0.17600000E+01 0.11600000E+01 0.86795091E-02
0.17800000E+01 0.11600000E+01 0.87818179E-02
0.18000000E+01 0.11600000E+01 0.88681817E-02
0.18200000E+01 0.11600000E+01 0.89369246E-02
0.18400000E+01 0.11600000E+01 0.89866200E-02
0.18600000E+01 0.11600000E+01 0.90162053E-02
0.18800000E+01 0.11600000E+01 0.90251064E-02
0.19000000E+01 0.11600000E+01 0.90133668E-02
0.19200000E+01 0.11600000E+01 0.89817747E-02
0.19400000E+01 0.11600000E+01 0.89319780E-02
0.19600000E+01 0.11600000E+01 0.88665743E-02
0.19800000E+01 0.11600000E+01 0.87891606E-02
0.20000000E+01 0.11600000E+01 0.87043217E-02
0.00000000E+00 0.11800000E+01 0.55527105E-03
0.20000000E-01 0.11800000E+01 0.72489419E-03
0.39999999E-01 0.11800000E+01 0.89545871E-03
0.59999999E-01 0.11800000E+01 0.10656587E-02
0.79999998E-01 0.11800000E+01 0.12337781E-02
0.99999998E-01 0.11800000E+01 0.13977379E-02
0.12000000E+00 0.11800000E+01 0.15551766E-02
0.14000000E+00 0.11800000E+01 0.17035681E-02
0.16000000E+00 0.11800000E+01 0.18403822E-02
0.18000000E+00 0.11800000E+01 0.19632886E-02
0.20000000E+00 0.11800000E+01 0.20704046E-02
0.22000000E+00 0.11800000E+01 0.21605822E-02
0.23999999E+00 0.11800000E+01 0.22337228E-02
0.25999999E+00 0.11800000E+01 0.22911010E-02
0.27999999E+00 0.11800000E+01 0.23356623E-02
0.29999999E+00 0.11800000E+01 0.23722399E-02
0.31999999E+00 0.11800000E+01 0.24075981E-02
0.33999999E+00 0.11800000E+01 0.24501508E-02
0.35999999E+00 0.11800000E+01 0.25090790E-02
0.37999999E+00 0.11800000E+01 0.25923084E-02
0.39999999E+00 0.11800000E+01 0.27020770E-02
0.41999999E+00 0.11800000E+01 0.28241566E-02
0.43999999E+00 0.11800000E+01 0.28892656E-02
0.45999999E+00 0.11800000E+01 0.26753044E-02
0.47999999E+00 0.11800000E+01 0.27867658E-02
0.49999999E+00 0.11800000E+01 0.28954768E-02
0.51999999E+00 0.11800000E+01 0.30008151E-02
0.53999999E+00 0.11800000E+01 0.31023003E-02
0.55999999E+00 0.11800000E+01 0.31996469E-02
0.57999999E+00 0.11800000E+01 0.32928152E-02
0.59999999E+00 0.11800000E+01 0.33820585E-02
0.61999999E+00 0.11800000E+01 0.34679625E-02
0.63999999E+00 0.11800000E+01 0.35514714E-02
0.65999999E+00 0.11800000E+01 0.36338965E-02
0.67999998E+00 0.11800000E+01 0.37169005E-02
0.69999998E+00 0.11800000E+01 0.38024512E-02
0.71999998E+00 0.11800000E+01 0.38927366E-02
0.73999998E+00 0.11800000E+01 0.39900359E-02
0.75999998E+00 0.11800000E+01 0.40965382E-02
0.77999998E+00 0.11800000E+01 0.42141034E-02
0.79999998E+00 0.11800000E+01 0.43439638E-02
0.81999998E+00 0.11800000E+01 0.44863641E-02
0.83999998E+00 0.11800000E+01 0.46401498E-02
0.85999998E+00 0.11800000E+01 0.48023179E-02
0.87999998E+00 0.11800000E+01 0.49675642E-02
0.89999998E+00 0.11800000E+01 0.51278789E-02
0.91999998E+00 0.11800000E+01 0.52722850E-02
0.93999998E+00 0.11800000E+01 0.53868680E-02
0.95999998E+00 0.11800000E+01 0.54553549E-02
0.97999998E+00 0.11800000E+01 0.54606951E-02
0.99999998E+00 0.11800000E+01 0.53885297E-02
0.10200000E+01 0.11800000E+01 0.52345789E-02
0.10400000E+01 0.11800000E+01 0.50221922E-02
0.10600000E+01 0.11800000E+01 0.48799655E-02
0.10800000E+01 0.11800000E+01 0.49869265E-02
0.11000000E+01 0.11800000E+01 0.50958619E-02
0.11200000E+01 0.11800000E+01 0.52075713E-02
0.11400000E+01 0.11800000E+01 0.53228573E-02
0.11600000E+01 0.11800000E+01 0.54424791E-02
0.11800000E+01 0.11800000E+01 0.55670983E-02
0.12000000E+01 0.11800000E+01 0.56972210E-02
0.12200000E+01 0.11800000E+01 0.58331361E-02
0.12400000E+01 0.11800000E+01 0.59748549E-02
0.12600000E+01 0.11800000E+01 0.61220570E-02
0.12800000E+01 0.11800000E+01 0.62740465E-02
0.13000000E+01 0.11800000E+01 0.64297276E-02
0.13200000E+01 0.11800000E+01 0.65876078E-02
0.13400000E+01 0.11800000E+01 0.67458364E-02
0.13600000E+01 0.11800000E+01 0.69022908E-02
0.13800000E+01 0.11800000E+01 0.70547198E-02
