#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
-41	357.568	52.5893	0.0444125461
-40	350.8114	45.8327	0.0387064841
-39	356.1544	51.1757	0.0432187372
-38	354.8664	49.8877	0.0421309996
-37	353.7292	48.7505	0.0411706151
-36	363.8257	58.847	0.0496972787
-35	352.8969	47.9182	0.0404677238
-34	359.2163	54.2376	0.0458045631
-33	369.4802	64.5015	0.0544725989
-32	377.8526	72.8739	0.0615432311
-31	362.0967	57.118	0.0482371092
-30	354.5602	49.5815	0.0418724085
-29	369.1014	64.1227	0.0541526959
-28	388.4659	83.4872	0.070506341
-27	391.9557	86.977	0.0734535357
-26	392.6106	87.6319	0.0740066097
-25	384.662	79.6833	0.0672938836
-24	412.1503	107.1716	0.0905082142
-23	411.9123	106.9336	0.0903072192
-22	415.5726	110.5939	0.0933984039
-21	452.099	147.1203	0.1242455615
-20	435.3106	130.3319	0.110067476
-19	473.0255	168.0468	0.1419183418
-18	483.2578	178.2791	0.1505596908
-17	480.3828	175.4041	0.1481317051
-16	476.6978	171.7191	0.1450196608
-15	485.8541	180.8754	0.1527523097
-14	482.3072	177.3285	0.1497568932
-13	490.2968	185.3181	0.1565042444
-12	514.1667	209.188	0.1766627754
-11	511.9871	207.0084	0.1748220666
-10	529.6796	224.7009	0.1897636797
-9	517.8002	212.8215	0.1797313271
-8	541.5593	236.5806	0.1997962857
-7	593.2239	288.2452	0.2434279071
-6	592.7463	287.7676	0.2430245659
-5	615.8054	310.8267	0.2624983627
-4	636.8345	331.8558	0.2802577904
-3	631.1826	326.2039	0.2754846661
-2	598.3577	293.379	0.2477634873
-1	629.5552	324.5765	0.2741102995
0	609.5349	304.5562	0.2572028202
1	646.2523	341.2736	0.2882112805
2	712.4059	407.4272	0.3440791055
3	699.2246	394.2459	0.3329472766
4	706.269	401.2903	0.3388963905
5	728.7521	423.7734	0.3578837457
6	732.5798	427.6011	0.3611163025
7	778.5818	473.6031	0.3999657633
8	809.0729	504.0942	0.4257160088
9	814.515	509.5363	0.4303119535
10	867.2266	562.2479	0.474827784
11	904.3188	599.3401	0.5061527692
12	917.8164	612.8377	0.5175517188
13	899.9165	594.9378	0.502434953
14	953.0794	648.1007	0.5473319139
15	977.4245	672.4458	0.5678917593
16	977.8026	672.8239	0.5682110711
17	1008.4104	703.4317	0.5940598717
18	1050.3522	745.3735	0.6294804254
19	1079.187	774.2083	0.6538318978
20	1090.1838	785.2051	0.6631188798
21	1113.7214	808.7427	0.6829967779
22	1103.8795	798.9008	0.6746851283
23	1143.0863	838.1076	0.7077959286
24	1130.0603	825.0816	0.6967952531
25	1156.933	851.9543	0.719489699
26	1174.024	869.0453	0.7339233353
27	1213.6915	908.7128	0.7674232045
28	1275.7896	970.8109	0.8198660917
29	1290.306	985.3273	0.8321254351
30	1300.4238	995.4451	0.8406700869
31	1370.3595	1065.3808	0.8997319588
32	1389.8055	1084.8268	0.9161544321
33	1368.7708	1063.7921	0.898390275
34	1411.0598	1106.0811	0.934104045
35	1400.7773	1095.7986	0.9254203012
36	1380.8029	1075.8242	0.9085515853
37	1385.553	1080.5743	0.9125631245
38	1408.5684	1103.5897	0.9320000159
39	1423.9347	1118.956	0.944977114
40	1471.7344	1166.7557	0.9853447626
41	1441.7831	1136.8044	0.9600503872
42	1489.0878	1184.1091	1
43	1440.7919	1135.8132	0.9592133022
44	1438.736	1133.7573	0.9574770602
45	1451.4503	1146.4716	0.9682144998
46	1421.2706	1116.2919	0.9427272369
47	1465.5646	1160.5859	0.980134263
48	1445.6447	1140.666	0.9633115732
49	1393.7828	1088.8041	0.9195133286
50	1374.1653	1069.1866	0.9029460208
51	1322.4659	1017.4872	0.8592850101
52	1267.6802	962.7015	0.8130175674
53	1239.9038	934.9251	0.7895599316
54	1213.4584	908.4797	0.7672263476
55	1185.3949	880.4162	0.7435262511
56	1172.9524	867.9737	0.7330183511
57	1161.6582	856.6795	0.7234802097
58	1141.2629	836.2842	0.7062560367
59	1104.3534	799.3747	0.6750853448
60	1048.3091	743.3304	0.6277549932
61	1000.1052	695.1265	0.5870459909
62	964.8569	659.8782	0.5572782103
63	990.7191	685.7404	0.579119272
64	937.2563	632.2776	0.5339690405
65	954.3405	649.3618	0.548396934
66	892.3442	587.3655	0.4960400186
67	870.2926	565.3139	0.4774170725
68	864.7999	559.8212	0.4727783952
69	845.3864	540.4077	0.4563833687
70	831.5377	526.559	0.4446879092
71	765.2664	460.2877	0.3887206846
72	752.4333	447.4546	0.3778829164
73	737.0123	432.0336	0.3648596232
74	723.2648	418.2861	0.3532496288
75	706.5551	401.5764	0.3391380068
76	685.8115	380.8328	0.3216196886
77	651.7181	346.7394	0.2928272403
78	608.3199	303.3412	0.2561767324
79	610.3578	305.3791	0.2578977731
80	567.3483	262.3696	0.2215755288
81	568.2062	263.2275	0.2223000398
82	541.3545	236.3758	0.1996233286
83	531.4231	226.4444	0.1912360947
84	507.4874	202.5087	0.1710219945
85	502.1893	197.2106	0.1665476602
86	486.4215	181.4428	0.1532314886
87	495.9623	190.9836	0.1612888542
88	477.8008	172.8221	0.1459511628
89	479.8315	174.8528	0.147666123
