#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
79	331.3927	174.9026	0.3489258371
80	295.4508	138.9607	0.2772227432
81	301.6706	145.1805	0.2896310718
82	308.12	151.6299	0.3024974459
83	304.4547	147.9646	0.2951852741
84	278.3786	121.8885	0.2431641776
85	298.3987	141.9086	0.283103722
86	284.3523	127.8622	0.2550815435
87	256.3116	99.8215	0.1991411245
88	274.9198	118.4297	0.2362639675
89	264.0799	107.5898	0.2146386676
