#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
67	1767.3785	1278.29	0.4699610102
68	1741.0248	1251.9363	0.46027212
69	1658.063	1168.9745	0.429771364
70	1543.9965	1054.908	0.3878350213
71	1533.8505	1044.762	0.3841048627
72	1475.1826	986.0941	0.3625357152
73	1431.9423	942.8538	0.346638497
74	1394.1387	905.0502	0.3327400717
75	1363.9875	874.899	0.3216550375
76	1244.5504	755.4619	0.2777442033
77	1221.8634	732.7749	0.2694033687
78	1230.6837	741.5952	0.2726461361
79	1126.8596	637.7711	0.2344753932
80	1132.5819	643.4934	0.2365791865
81	1112.7897	623.7012	0.2293026199
82	1056.0698	566.9813	0.2084496511
83	1016.1221	527.0336	0.1937629513
84	993.7956	504.7071	0.1855546539
85	1022.5972	533.5087	0.1961435101
86	958.3533	469.2648	0.1725243563
87	924.1725	435.084	0.1599578469
88	943.4567	454.3682	0.1670476482
89	906.526	417.4375	0.1534701431
